,Natureza,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total,Ano,Cidade,Regiao
12266,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12267,LESÃO CORPORAL DOLOSA,11.0,9.0,9.0,...,...,...,...,...,...,...,...,...,29.0,2022,Presidente Venceslau,Presidente Prudente
12268,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9.0,10.0,10.0,...,...,...,...,...,...,...,...,...,29.0,2022,Presidente Venceslau,Presidente Prudente
12269,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12270,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12271,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12272,TOTAL DE ESTUPRO (4),1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Presidente Venceslau,Presidente Prudente
12273,ESTUPRO,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Presidente Venceslau,Presidente Prudente
12274,ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12275,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12276,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12277,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12278,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12279,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12280,FURTO - OUTROS,11.0,14.0,21.0,...,...,...,...,...,...,...,...,...,46.0,2022,Presidente Venceslau,Presidente Prudente
12281,FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12282,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12283,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12284,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12285,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12286,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Rancharia,Presidente Prudente
12287,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12288,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12289,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12290,LESÃO CORPORAL DOLOSA,16.0,6.0,22.0,...,...,...,...,...,...,...,...,...,44.0,2022,Rancharia,Presidente Prudente
12291,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15.0,11.0,2.0,...,...,...,...,...,...,...,...,...,28.0,2022,Rancharia,Presidente Prudente
12292,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12293,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12294,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12295,TOTAL DE ESTUPRO (4),1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Rancharia,Presidente Prudente
12296,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12297,ESTUPRO DE VULNERÁVEL,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Rancharia,Presidente Prudente
12298,TOTAL DE ROUBO - OUTROS (1),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Rancharia,Presidente Prudente
12299,ROUBO - OUTROS,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Rancharia,Presidente Prudente
12300,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12301,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12302,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rancharia,Presidente Prudente
12303,FURTO - OUTROS,34.0,40.0,29.0,...,...,...,...,...,...,...,...,...,103.0,2022,Rancharia,Presidente Prudente
12304,FURTO DE VEÍCULO,3.0,0.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2022,Rancharia,Presidente Prudente
12305,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12306,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12307,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12308,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12309,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Regente Feijó,Presidente Prudente
12310,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12311,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12312,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12313,LESÃO CORPORAL DOLOSA,6.0,6.0,11.0,...,...,...,...,...,...,...,...,...,23.0,2022,Regente Feijó,Presidente Prudente
12314,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2.0,5.0,7.0,...,...,...,...,...,...,...,...,...,14.0,2022,Regente Feijó,Presidente Prudente
12315,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12316,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12317,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12318,TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12319,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12320,ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12321,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12322,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12323,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12324,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12325,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Regente Feijó,Presidente Prudente
12326,FURTO - OUTROS,10.0,10.0,12.0,...,...,...,...,...,...,...,...,...,32.0,2022,Regente Feijó,Presidente Prudente
12327,FURTO DE VEÍCULO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Regente Feijó,Presidente Prudente
12328,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12329,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12330,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12331,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12332,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12333,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12334,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12335,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12336,LESÃO CORPORAL DOLOSA,2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2022,Ribeirão dos Índios,Presidente Prudente
12337,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12338,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12339,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12340,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12341,TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12342,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12343,ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12344,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12345,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12346,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12347,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12348,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12349,FURTO - OUTROS,0.0,2.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Ribeirão dos Índios,Presidente Prudente
12350,FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ribeirão dos Índios,Presidente Prudente
12351,HOMICÍDIO DOLOSO (2),0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Rosana,Presidente Prudente
12352,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Rosana,Presidente Prudente
12353,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rosana,Presidente Prudente
12354,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rosana,Presidente Prudente
12355,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rosana,Presidente Prudente
12356,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rosana,Presidente Prudente
12357,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rosana,Presidente Prudente
12358,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rosana,Presidente Prudente
12359,LESÃO CORPORAL DOLOSA,0.0,4.0,8.0,...,...,...,...,...,...,...,...,...,12.0,2022,Rosana,Presidente Prudente
12360,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2.0,0.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2022,Rosana,Presidente Prudente
12361,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Rosana,Presidente Prudente
12362,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rosana,Presidente Prudente
12363,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rosana,Presidente Prudente
12364,TOTAL DE ESTUPRO (4),0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Rosana,Presidente Prudente
12365,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rosana,Presidente Prudente
12366,ESTUPRO DE VULNERÁVEL,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Rosana,Presidente Prudente
12367,TOTAL DE ROUBO - OUTROS (1),1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Rosana,Presidente Prudente
12368,ROUBO - OUTROS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Rosana,Presidente Prudente
12369,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rosana,Presidente Prudente
12370,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rosana,Presidente Prudente
12371,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Rosana,Presidente Prudente
12372,FURTO - OUTROS,11.0,17.0,23.0,...,...,...,...,...,...,...,...,...,51.0,2022,Rosana,Presidente Prudente
12373,FURTO DE VEÍCULO,2.0,2.0,1.0,...,...,...,...,...,...,...,...,...,5.0,2022,Rosana,Presidente Prudente
12374,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12375,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12376,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12377,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12378,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12379,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12380,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12381,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12382,LESÃO CORPORAL DOLOSA,0.0,2.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Sagres,Presidente Prudente
12383,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Sagres,Presidente Prudente
12384,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12385,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12386,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12387,TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12388,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12389,ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12390,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12391,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12392,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12393,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12394,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12395,FURTO - OUTROS,1.0,0.0,2.0,...,...,...,...,...,...,...,...,...,3.0,2022,Sagres,Presidente Prudente
12396,FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sagres,Presidente Prudente
12397,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12398,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12399,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12400,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12401,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12402,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12403,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12404,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12405,LESÃO CORPORAL DOLOSA,0.0,2.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2022,Salmourão,Presidente Prudente
12406,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Salmourão,Presidente Prudente
12407,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12408,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12409,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12410,TOTAL DE ESTUPRO (4),1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Salmourão,Presidente Prudente
12411,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12412,ESTUPRO DE VULNERÁVEL,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Salmourão,Presidente Prudente
12413,TOTAL DE ROUBO - OUTROS (1),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Salmourão,Presidente Prudente
12414,ROUBO - OUTROS,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Salmourão,Presidente Prudente
12415,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12416,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12417,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12418,FURTO - OUTROS,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Salmourão,Presidente Prudente
12419,FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Salmourão,Presidente Prudente
12420,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12421,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12422,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12423,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12424,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12425,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12426,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12427,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12428,LESÃO CORPORAL DOLOSA,2.0,3.0,4.0,...,...,...,...,...,...,...,...,...,9.0,2022,Sandovalina,Presidente Prudente
12429,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Sandovalina,Presidente Prudente
12430,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12431,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12432,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12433,TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12434,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12435,ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12436,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12437,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12438,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12439,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12440,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12441,FURTO - OUTROS,3.0,3.0,1.0,...,...,...,...,...,...,...,...,...,7.0,2022,Sandovalina,Presidente Prudente
12442,FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Sandovalina,Presidente Prudente
12443,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santa Mercedes,Presidente Prudente
12444,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santa Mercedes,Presidente Prudente
